Title,Brand,Reviews,Rating,Selling Price,Image URL,Product URL
"Storio
                                          Toy Octopus Plushie Reversible Soft Toys for Kids | Plush Soft Toys for Baby
                                          Boys and Girls| Best Gift | Octopus Soft Toy for Kids -PurplePink",Storio,1.5K,4.2,178,"data:image/svg+xml,<svg xmlns=""http://www.w3.org/2000/svg"" width=""320"" height=""299""><rect fill-opacity=""0""/></svg>",https://www.amazon.inhttps://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NTA4NzQwODk3NzA3NTk3OjE3NDQ2NTgzODA6c3BfYXRmOjMwMDM3MDkzMDMwNTEzMjo6MDo6&url=%2FStorio-Octopus-Plushie-Reversible-Plush%2Fdp%2FB0D6Z1YPTZ%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2KQG4QAGO9U78%26dib%3DeyJ2IjoiMSJ9.twLjGKqCNWSXTgJI_IKvUrKDMbmvNV_6V3EL-Vbf1_T750CxOpQgVkUR4kJqeQUStaPNmuOzhhil_f9PWuKGuILrJmi_Qsm-D2ndagDGvi6M_TECTCWQ2X71BQv-CN3DmHDL4K1RTmSOZztDR10Aatq8nNyh7kVdelGhc2zT_mVpqayeWS8A62NRgKS8oLeXYPivArPd73q84laavY3aoO7GV6Zf7XoRGM1cv5Kir5HWGBaBm2a6fQuob1vEIMXa9hhmAm4IeC2MUYwwZUsVwELeaCXeesdwh_EsrcxXra0.c3frqAOVbEHkkFf55g0bhfYuc0GmJsX3uLQw5-LfJiU%26dib_tag%3Dse%26keywords%3Dsoft%2Btoys%26qid%3D1744658380%26sprefix%3Dsoft%2Btoys%252Caps%252C229%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
